space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
1	122499399	122499679	281	MACS_peak_391 ENSMUSG00000058665	MACS_peak_391	+	ENSMUSG00000058665	122499201	122504568	inside	198	198	NearestStart
1	127456848	127457614	767	MACS_peak_393 ENSMUSG00000026342	MACS_peak_393	+	ENSMUSG00000026342	127457600	127492391	overlapStart	-752	14	NearestStart
1	129004163	129004403	241	MACS_peak_399 ENSMUSG00000036155	MACS_peak_399	+	ENSMUSG00000036155	129101595	129379644	upstream	-97432	97192	NearestStart
1	4847538	4847861	324	MACS_peak_4 ENSMUSG00000033813	MACS_peak_4	+	ENSMUSG00000033813	4847884	4887983	upstream	-346	23	NearestStart
1	24237394	24237742	349	MACS_peak_40 ENSMUSG00000026147	MACS_peak_40	+	ENSMUSG00000026147	24184544	24259523	inside	52850	21781	NearestStart
1	129136608	129136928	321	MACS_peak_400 ENSMUSG00000036155	MACS_peak_400	+	ENSMUSG00000036155	129101595	129379644	inside	35013	35013	NearestStart
1	129235708	129235988	281	MACS_peak_401 ENSMUSG00000077739	MACS_peak_401	+	ENSMUSG00000077739	129228389	129228518	downstream	7319	7190	NearestStart
1	129670419	129670776	358	MACS_peak_402 ENSMUSG00000026349	MACS_peak_402	+	ENSMUSG00000026349	129670741	129702509	overlapStart	-322	35	NearestStart
1	24685357	24685719	363	MACS_peak_41 ENSMUSG00000073725	MACS_peak_41	+	ENSMUSG00000073725	24685383	24823144	overlapStart	-26	26	NearestStart
1	132613845	132614242	398	MACS_peak_411 ENSMUSG00000046404	MACS_peak_411	+	ENSMUSG00000046404	132613904	132618597	overlapStart	-59	59	NearestStart
1	133424431	133424693	263	MACS_peak_417 ENSMUSG00000055184	MACS_peak_417	+	ENSMUSG00000055184	133424564	133436449	overlapStart	-133	129	NearestStart
1	133724337	133724749	413	MACS_peak_418 ENSMUSG00000013275	MACS_peak_418	+	ENSMUSG00000013275	133724618	133745438	overlapStart	-281	131	NearestStart
1	133806845	133807400	556	MACS_peak_419 ENSMUSG00000026434	MACS_peak_419	+	ENSMUSG00000026434	133807111	133829549	overlapStart	-266	266	NearestStart
1	25886667	25887158	492	MACS_peak_42 ENSMUSG00000052558	MACS_peak_42	+	ENSMUSG00000052558	25887502	25888723	upstream	-835	344	NearestStart
1	133807541	133807918	378	MACS_peak_420 ENSMUSG00000026434	MACS_peak_420	+	ENSMUSG00000026434	133807111	133829549	inside	430	430	NearestStart
1	133903942	133904193	252	MACS_peak_421 ENSMUSG00000026436	MACS_peak_421	+	ENSMUSG00000026436	133904184	133920469	overlapStart	-242	9	NearestStart
1	133904315	133904969	655	MACS_peak_422 ENSMUSG00000026436	MACS_peak_422	+	ENSMUSG00000026436	133904184	133920469	inside	131	131	NearestStart
1	134086978	134087306	329	MACS_peak_423 ENSMUSG00000079330	MACS_peak_423	+	ENSMUSG00000079330	134088008	134155804	upstream	-1030	702	NearestStart
1	134097361	134097769	409	MACS_peak_424 ENSMUSG00000065435	MACS_peak_424	+	ENSMUSG00000065435	134094665	134094761	downstream	2696	2600	NearestStart
1	134212481	134212700	220	MACS_peak_426 ENSMUSG00000009772	MACS_peak_426	+	ENSMUSG00000009772	134212714	134229865	upstream	-233	14	NearestStart
1	134215881	134216328	448	MACS_peak_427 ENSMUSG00000009772	MACS_peak_427	+	ENSMUSG00000009772	134212714	134229865	inside	3167	3167	NearestStart
1	134230339	134230633	295	MACS_peak_428 ENSMUSG00000009772	MACS_peak_428	+	ENSMUSG00000009772	134212714	134229865	downstream	17625	474	NearestStart
1	134313908	134314351	444	MACS_peak_430 ENSMUSG00000042046	MACS_peak_430	+	ENSMUSG00000042046	134314030	134363536	overlapStart	-122	122	NearestStart
1	134373513	134373770	258	MACS_peak_431 ENSMUSG00000026439	MACS_peak_431	+	ENSMUSG00000026439	134373944	134401466	upstream	-431	174	NearestStart
1	134777945	134778336	392	MACS_peak_434 ENSMUSG00000026443	MACS_peak_434	+	ENSMUSG00000026443	134777190	134836561	inside	755	755	NearestStart
1	134942575	134943007	433	MACS_peak_435 ENSMUSG00000026447	MACS_peak_435	+	ENSMUSG00000026447	134942589	135005264	overlapStart	-14	14	NearestStart
1	135027567	135028022	456	MACS_peak_436 ENSMUSG00000046062	MACS_peak_436	+	ENSMUSG00000046062	135027960	135036357	overlapStart	-393	62	NearestStart
1	135077668	135077965	298	MACS_peak_437 ENSMUSG00000046062	MACS_peak_437	+	ENSMUSG00000046062	135027960	135036357	downstream	49708	41311	NearestStart
1	135084655	135084859	205	MACS_peak_438 ENSMUSG00000046062	MACS_peak_438	+	ENSMUSG00000046062	135027960	135036357	downstream	56695	48298	NearestStart
1	135164548	135164845	298	MACS_peak_439 ENSMUSG00000041757	MACS_peak_439	+	ENSMUSG00000041757	135142683	135198225	inside	21865	21865	NearestStart
1	135506448	135506940	493	MACS_peak_442 ENSMUSG00000064814	MACS_peak_442	+	ENSMUSG00000064814	135497800	135497932	downstream	8648	8516	NearestStart
1	135992885	135993063	179	MACS_peak_446 ENSMUSG00000073559	MACS_peak_446	+	ENSMUSG00000073559	136005915	136006417	upstream	-13030	12852	NearestStart
1	136302487	136302776	290	MACS_peak_452 ENSMUSG00000026456	MACS_peak_452	+	ENSMUSG00000026456	136302589	136308302	overlapStart	-102	102	NearestStart
1	136351959	136352369	411	MACS_peak_453 ENSMUSG00000026455	MACS_peak_453	+	ENSMUSG00000026455	136352108	136387595	overlapStart	-149	149	NearestStart
1	136453191	136453831	641	MACS_peak_454 ENSMUSG00000042207	MACS_peak_454	+	ENSMUSG00000042207	136456769	136528196	upstream	-3578	2938	NearestStart
1	136457481	136457775	295	MACS_peak_455 ENSMUSG00000042207	MACS_peak_455	+	ENSMUSG00000042207	136456769	136528196	inside	712	712	NearestStart
1	136610008	136610488	481	MACS_peak_456 ENSMUSG00000026452	MACS_peak_456	+	ENSMUSG00000026452	136543258	136649726	inside	66750	39238	NearestStart
1	137029059	137029271	213	MACS_peak_457 ENSMUSG00000031506	MACS_peak_457	+	ENSMUSG00000031506	137029302	137041897	upstream	-243	31	NearestStart
1	137043234	137043618	385	MACS_peak_458 ENSMUSG00000026426	MACS_peak_458	+	ENSMUSG00000026426	137043411	137052845	overlapStart	-177	177	NearestStart
1	33727051	33727481	431	MACS_peak_46 ENSMUSG00000044744	MACS_peak_46	+	ENSMUSG00000044744	33726688	33727557	inside	363	76	NearestStart
1	137445404	137445818	415	MACS_peak_464 ENSMUSG00000054412	MACS_peak_464	+	ENSMUSG00000054412	137481350	137496527	upstream	-35946	35532	NearestStart
1	137454698	137454911	214	MACS_peak_465 ENSMUSG00000054412	MACS_peak_465	+	ENSMUSG00000054412	137481350	137496527	upstream	-26652	26439	NearestStart
1	137460425	137460693	269	MACS_peak_466 ENSMUSG00000054412	MACS_peak_466	+	ENSMUSG00000054412	137481350	137496527	upstream	-20925	20657	NearestStart
1	137464722	137464969	248	MACS_peak_467 ENSMUSG00000054412	MACS_peak_467	+	ENSMUSG00000054412	137481350	137496527	upstream	-16628	16381	NearestStart
1	137480273	137480477	205	MACS_peak_468 ENSMUSG00000054412	MACS_peak_468	+	ENSMUSG00000054412	137481350	137496527	upstream	-1077	873	NearestStart
1	137481667	137481923	257	MACS_peak_469 ENSMUSG00000054412	MACS_peak_469	+	ENSMUSG00000054412	137481350	137496527	inside	317	317	NearestStart
1	137482184	137482522	339	MACS_peak_470 ENSMUSG00000054412	MACS_peak_470	+	ENSMUSG00000054412	137481350	137496527	inside	834	834	NearestStart
1	137625538	137625958	421	MACS_peak_474 ENSMUSG00000026421	MACS_peak_474	+	ENSMUSG00000026421	137616638	137648809	inside	8900	8900	NearestStart
1	137631274	137631482	209	MACS_peak_475 ENSMUSG00000026421	MACS_peak_475	+	ENSMUSG00000026421	137616638	137648809	inside	14636	14636	NearestStart
1	137637613	137637973	361	MACS_peak_476 ENSMUSG00000026421	MACS_peak_476	+	ENSMUSG00000026421	137616638	137648809	inside	20975	10836	NearestStart
1	137649473	137649781	309	MACS_peak_477 ENSMUSG00000041801	MACS_peak_477	+	ENSMUSG00000041801	137662760	137665710	upstream	-13287	12979	NearestStart
1	137748965	137749334	370	MACS_peak_478 ENSMUSG00000026414	MACS_peak_478	+	ENSMUSG00000026414	137737452	137748837	downstream	11513	128	NearestStart
1	137914494	137914779	286	MACS_peak_479 ENSMUSG00000026411	MACS_peak_479	+	ENSMUSG00000026411	137914592	137931603	overlapStart	-98	98	NearestStart
1	138027695	138028175	481	MACS_peak_480 ENSMUSG00000041642	MACS_peak_480	+	ENSMUSG00000041642	138027978	138074591	overlapStart	-283	197	NearestStart
1	138311757	138312320	564	MACS_peak_484 ENSMUSG00000026404	MACS_peak_484	+	ENSMUSG00000026404	138311848	138336728	overlapStart	-91	91	NearestStart
1	138352463	138352777	315	MACS_peak_485 ENSMUSG00000041498	MACS_peak_485	+	ENSMUSG00000041498	138362948	138428088	upstream	-10485	10171	NearestStart
1	138521245	138521815	571	MACS_peak_486 ENSMUSG00000041483	MACS_peak_486	+	ENSMUSG00000041483	138521478	138526630	overlapStart	-233	233	NearestStart
1	139487925	139488099	175	MACS_peak_487 ENSMUSG00000051480	MACS_peak_487	+	ENSMUSG00000051480	139824747	139826850	upstream	-336822	336648	NearestStart
1	139825232	139825421	190	MACS_peak_488 ENSMUSG00000051480	MACS_peak_488	+	ENSMUSG00000051480	139824747	139826850	inside	485	485	NearestStart
1	140222699	140223026	328	MACS_peak_489 ENSMUSG00000026394	MACS_peak_489	+	ENSMUSG00000026394	140170315	140186039	downstream	52384	36660	NearestStart
1	141351342	141351632	291	MACS_peak_493 ENSMUSG00000033952	MACS_peak_493	+	ENSMUSG00000033952	141351350	141390665	overlapStart	-8	8	NearestStart
1	153097911	153098213	303	MACS_peak_498 ENSMUSG00000023150	MACS_peak_498	+	ENSMUSG00000023150	153191628	153211575	upstream	-93717	93415	NearestStart
1	153191487	153191829	343	MACS_peak_499 ENSMUSG00000023150	MACS_peak_499	+	ENSMUSG00000023150	153191628	153211575	overlapStart	-141	141	NearestStart
1	154247064	154247345	282	MACS_peak_506 ENSMUSG00000032649	MACS_peak_506	+	ENSMUSG00000032649	154247051	154357824	inside	13	13	NearestStart
1	34516403	34516775	373	MACS_peak_51 ENSMUSG00000026126	MACS_peak_51	+	ENSMUSG00000026126	34516591	34530620	overlapStart	-188	184	NearestStart
1	154639960	154640188	229	MACS_peak_510 ENSMUSG00000026480	MACS_peak_510	+	ENSMUSG00000026480	154654966	154684121	upstream	-15006	14778	NearestStart
1	154662380	154662807	428	MACS_peak_511 ENSMUSG00000026480	MACS_peak_511	+	ENSMUSG00000026480	154654966	154684121	inside	7414	7414	NearestStart
1	154664197	154664370	174	MACS_peak_512 ENSMUSG00000026480	MACS_peak_512	+	ENSMUSG00000026480	154654966	154684121	inside	9231	9231	NearestStart
1	154861612	154861780	169	MACS_peak_517 ENSMUSG00000042751	MACS_peak_517	+	ENSMUSG00000042751	154802128	154964443	inside	59484	59484	NearestStart
1	155488849	155489133	285	MACS_peak_523 ENSMUSG00000042671	MACS_peak_523	+	ENSMUSG00000042671	155500167	155544797	upstream	-11318	11034	NearestStart
1	155489240	155489669	430	MACS_peak_524 ENSMUSG00000042671	MACS_peak_524	+	ENSMUSG00000042671	155500167	155544797	upstream	-10927	10498	NearestStart
1	155550380	155551116	737	MACS_peak_525 ENSMUSG00000026475	MACS_peak_525	+	ENSMUSG00000026475	155587478	155592594	upstream	-37098	36362	NearestStart
1	155577806	155578073	268	MACS_peak_526 ENSMUSG00000026475	MACS_peak_526	+	ENSMUSG00000026475	155587478	155592594	upstream	-9672	9405	NearestStart
1	155746606	155747358	753	MACS_peak_527 ENSMUSG00000026473	MACS_peak_527	+	ENSMUSG00000026473	155747074	155756824	overlapStart	-468	284	NearestStart
1	155949993	155950412	420	MACS_peak_528 ENSMUSG00000066797	MACS_peak_528	+	ENSMUSG00000066797	156051227	156052804	upstream	-101234	100815	NearestStart
1	155997294	155997796	503	MACS_peak_529 ENSMUSG00000066797	MACS_peak_529	+	ENSMUSG00000066797	156051227	156052804	upstream	-53933	53431	NearestStart
1	34640681	34641144	464	MACS_peak_53 ENSMUSG00000045174	MACS_peak_53	+	ENSMUSG00000045174	34636572	34647783	inside	4109	4109	NearestStart
1	157006061	157006480	420	MACS_peak_535 ENSMUSG00000026470	MACS_peak_535	+	ENSMUSG00000026470	157005879	157054371	inside	182	182	NearestStart
1	34722207	34722539	333	MACS_peak_54 ENSMUSG00000046858	MACS_peak_54	+	ENSMUSG00000046858	34779929	34780877	upstream	-57722	57390	NearestStart
1	157882898	157883223	326	MACS_peak_542 ENSMUSG00000079252	MACS_peak_542	+	ENSMUSG00000079252	157882856	157900866	inside	42	42	NearestStart
1	34723101	34723649	549	MACS_peak_55 ENSMUSG00000046858	MACS_peak_55	+	ENSMUSG00000046858	34779929	34780877	upstream	-56828	56280	NearestStart
1	158927641	158927954	314	MACS_peak_550 ENSMUSG00000073531	MACS_peak_550	+	ENSMUSG00000073531	158973680	158974325	upstream	-46039	45726	NearestStart
1	158928104	158928401	298	MACS_peak_551 ENSMUSG00000073531	MACS_peak_551	+	ENSMUSG00000073531	158973680	158974325	upstream	-45576	45279	NearestStart
1	158969436	158969664	229	MACS_peak_552 ENSMUSG00000073531	MACS_peak_552	+	ENSMUSG00000073531	158973680	158974325	upstream	-4244	4016	NearestStart
1	159342481	159342933	453	MACS_peak_555 ENSMUSG00000049881	MACS_peak_555	+	ENSMUSG00000049881	159342483	159350366	overlapStart	-2	2	NearestStart
1	160292440	160292769	330	MACS_peak_556 ENSMUSG00000026587	MACS_peak_556	+	ENSMUSG00000026587	160292487	160621917	overlapStart	-47	47	NearestStart
1	161601036	161601229	194	MACS_peak_557 ENSMUSG00000073528	MACS_peak_557	+	ENSMUSG00000073528	161544880	161615006	inside	56156	13777	NearestStart
1	161616648	161616844	197	MACS_peak_558 ENSMUSG00000015829	MACS_peak_558	+	ENSMUSG00000015829	161667641	161854606	upstream	-50993	50797	NearestStart
1	34734846	34735200	355	MACS_peak_56 ENSMUSG00000046858	MACS_peak_56	+	ENSMUSG00000046858	34779929	34780877	upstream	-45083	44729	NearestStart
1	162461612	162461847	236	MACS_peak_561 ENSMUSG00000077759	MACS_peak_561	+	ENSMUSG00000077759	162575704	162575835	upstream	-114092	113857	NearestStart
1	162836485	162836967	483	MACS_peak_563 ENSMUSG00000040423	MACS_peak_563	+	ENSMUSG00000040423	162836596	162898226	overlapStart	-111	111	NearestStart
1	163899177	163899545	369	MACS_peak_569 ENSMUSG00000026698	MACS_peak_569	+	ENSMUSG00000026698	163899319	163903566	overlapStart	-142	142	NearestStart
1	163968131	163968445	315	MACS_peak_570 ENSMUSG00000026698	MACS_peak_570	+	ENSMUSG00000026698	163899319	163903566	downstream	68812	64565	NearestStart
1	164500405	164501245	841	MACS_peak_571 ENSMUSG00000026696	MACS_peak_571	+	ENSMUSG00000026696	164500859	164529209	overlapStart	-454	386	NearestStart
1	164573930	164574133	204	MACS_peak_572 ENSMUSG00000026697	MACS_peak_572	+	ENSMUSG00000026697	164569300	164579824	inside	4630	4630	NearestStart
1	165860064	165860443	380	MACS_peak_577 ENSMUSG00000026584	MACS_peak_577	+	ENSMUSG00000026584	165859921	165885241	inside	143	143	NearestStart
1	166178709	166179142	434	MACS_peak_579 ENSMUSG00000040918	MACS_peak_579	+	ENSMUSG00000040918	166179196	166195497	upstream	-487	54	NearestStart
1	36087309	36087685	377	MACS_peak_58 ENSMUSG00000045216	MACS_peak_58	+	ENSMUSG00000045216	36125245	36163289	upstream	-37936	37560	NearestStart
1	166976815	166977015	201	MACS_peak_581 ENSMUSG00000080561	MACS_peak_581	+	ENSMUSG00000080561	166954476	166954587	downstream	22339	22228	NearestStart
1	167232931	167233202	272	MACS_peak_583 ENSMUSG00000040836	MACS_peak_583	+	ENSMUSG00000040836	167231994	167253061	inside	937	937	NearestStart
1	167250777	167250971	195	MACS_peak_584 ENSMUSG00000040836	MACS_peak_584	+	ENSMUSG00000040836	167231994	167253061	inside	18783	2090	NearestStart
1	167391098	167391629	532	MACS_peak_585 ENSMUSG00000026568	MACS_peak_585	+	ENSMUSG00000026568	167391391	167411250	overlapStart	-293	238	NearestStart
1	36121561	36121888	328	MACS_peak_59 ENSMUSG00000045216	MACS_peak_59	+	ENSMUSG00000045216	36125245	36163289	upstream	-3684	3357	NearestStart
1	168084293	168084585	293	MACS_peak_591 ENSMUSG00000000544	MACS_peak_591	+	ENSMUSG00000000544	168060591	168096640	inside	23702	12055	NearestStart
1	168210812	168211012	201	MACS_peak_592 ENSMUSG00000040612	MACS_peak_592	+	ENSMUSG00000040612	168184270	168246954	inside	26542	26542	NearestStart
1	168212721	168213268	548	MACS_peak_593 ENSMUSG00000040612	MACS_peak_593	+	ENSMUSG00000040612	168184270	168246954	inside	28451	28451	NearestStart
1	168309021	168309309	289	MACS_peak_594 ENSMUSG00000026563	MACS_peak_594	+	ENSMUSG00000026563	168309431	168323747	upstream	-410	122	NearestStart
1	168309387	168309719	333	MACS_peak_595 ENSMUSG00000026563	MACS_peak_595	+	ENSMUSG00000026563	168309431	168323747	overlapStart	-44	44	NearestStart
1	5073024	5073237	214	MACS_peak_6 ENSMUSG00000033793	MACS_peak_6	+	ENSMUSG00000033793	5073233	5152526	overlapStart	-209	4	NearestStart
1	36124996	36125317	322	MACS_peak_60 ENSMUSG00000045216	MACS_peak_60	+	ENSMUSG00000045216	36125245	36163289	overlapStart	-249	72	NearestStart
1	169238596	169238959	364	MACS_peak_600 ENSMUSG00000052428	MACS_peak_600	+	ENSMUSG00000052428	169238870	169260913	overlapStart	-274	89	NearestStart
1	169280000	169280298	299	MACS_peak_601 ENSMUSG00000026687	MACS_peak_601	+	ENSMUSG00000026687	169280344	169298414	upstream	-344	46	NearestStart
1	172317446	172317746	301	MACS_peak_608 ENSMUSG00000042800	MACS_peak_608	+	ENSMUSG00000042800	172238992	172242258	downstream	78454	75188	NearestStart
1	172574501	172574694	194	MACS_peak_611 ENSMUSG00000038463	MACS_peak_611	+	ENSMUSG00000038463	172574699	172612918	upstream	-198	5	NearestStart
1	172963976	172964178	203	MACS_peak_613 ENSMUSG00000065905	MACS_peak_613	+	ENSMUSG00000065905	172958096	172958260	downstream	5880	5716	NearestStart
1	172968285	172968564	280	MACS_peak_614 ENSMUSG00000065905	MACS_peak_614	+	ENSMUSG00000065905	172958096	172958260	downstream	10189	10025	NearestStart
1	173259163	173259489	327	MACS_peak_618 ENSMUSG00000013973	MACS_peak_618	+	ENSMUSG00000013973	173259276	173272462	overlapStart	-113	113	NearestStart
1	173259667	173260120	454	MACS_peak_619 ENSMUSG00000013973	MACS_peak_619	+	ENSMUSG00000013973	173259276	173272462	inside	391	391	NearestStart
1	36364517	36365107	591	MACS_peak_62 ENSMUSG00000037447	MACS_peak_62	+	ENSMUSG00000037447	36364596	36379833	overlapStart	-79	79	NearestStart
1	173433521	173433823	303	MACS_peak_620 ENSMUSG00000060244	MACS_peak_620	+	ENSMUSG00000060244	173433609	173434881	overlapStart	-88	88	NearestStart
1	173433896	173434508	613	MACS_peak_621 ENSMUSG00000060244	MACS_peak_621	+	ENSMUSG00000060244	173433609	173434881	inside	287	287	NearestStart
1	174078130	174078442	313	MACS_peak_626 ENSMUSG00000026554	MACS_peak_626	+	ENSMUSG00000026554	174078297	174125597	overlapStart	-167	145	NearestStart
1	174272859	174273249	391	MACS_peak_629 ENSMUSG00000044708	MACS_peak_629	+	ENSMUSG00000044708	174271341	174304216	inside	1518	1518	NearestStart
1	174279992	174280526	535	MACS_peak_630 ENSMUSG00000044708	MACS_peak_630	+	ENSMUSG00000044708	174271341	174304216	inside	8651	8651	NearestStart
1	174294925	174295196	272	MACS_peak_631 ENSMUSG00000050229	MACS_peak_631	+	ENSMUSG00000050229	174306687	174310664	upstream	-11762	11491	NearestStart
1	174412107	174412493	387	MACS_peak_632 ENSMUSG00000037995	MACS_peak_632	+	ENSMUSG00000037995	174412371	174429009	overlapStart	-264	122	NearestStart
1	174493381	174493712	332	MACS_peak_633 ENSMUSG00000049598	MACS_peak_633	+	ENSMUSG00000049598	174486069	174493847	inside	7312	135	NearestStart
1	176431762	176432325	564	MACS_peak_635 ENSMUSG00000028354	MACS_peak_635	+	ENSMUSG00000028354	176431956	176752198	overlapStart	-194	194	NearestStart
1	36568379	36568756	378	MACS_peak_64 ENSMUSG00000001138	MACS_peak_64	+	ENSMUSG00000001138	36568721	36585079	overlapStart	-342	35	NearestStart
1	179371891	179372384	494	MACS_peak_644 ENSMUSG00000063659	MACS_peak_644	+	ENSMUSG00000063659	179374792	179380891	upstream	-2901	2408	NearestStart
1	179377744	179377975	232	MACS_peak_645 ENSMUSG00000063659	MACS_peak_645	+	ENSMUSG00000063659	179374792	179380891	inside	2952	2916	NearestStart
1	179485747	179486147	401	MACS_peak_646 ENSMUSG00000063659	MACS_peak_646	+	ENSMUSG00000063659	179374792	179380891	downstream	110955	104856	NearestStart
1	179553435	179553859	425	MACS_peak_647 ENSMUSG00000015962	MACS_peak_647	+	ENSMUSG00000015962	179659945	179683436	upstream	-106510	106086	NearestStart
1	180248291	180249432	1142	MACS_peak_649 ENSMUSG00000026500	MACS_peak_649	+	ENSMUSG00000026500	180249290	180252824	overlapStart	-999	142	NearestStart
1	180336006	180336752	747	MACS_peak_652 ENSMUSG00000026495	MACS_peak_652	+	ENSMUSG00000026495	180336231	180411764	overlapStart	-225	225	NearestStart
1	180971981	180972230	250	MACS_peak_653 ENSMUSG00000026494	MACS_peak_653	+	ENSMUSG00000026494	180728569	180862986	downstream	243412	108995	NearestStart
1	181598059	181598537	479	MACS_peak_655 ENSMUSG00000038936	MACS_peak_655	+	ENSMUSG00000038936	181598341	181617320	overlapStart	-282	196	NearestStart
1	181890517	181890779	263	MACS_peak_657 ENSMUSG00000026490	MACS_peak_657	+	ENSMUSG00000026490	181890603	182095734	overlapStart	-86	86	NearestStart
